Data Scientist / Математик,https://hh.ru/vacancy/75767318,3–6 лет,от 102000 до 119000 руб. на руки,"Частичная занятость, удаленная работа",Igor Polyakov Consulting,"Обязанности:  Участие в реализации наукоемких проектов по обработке данных Разработка и оптимизация алгоритмов по сбору и анализу информации и больших объемов данных в различных сферах (маркетинг, научные исследования, машинный перевод и т.д.).  Требуются знания в области:  Алгоритмов, сложности алгоритмов Классификация, кластеризация, регрессионный анализ Статистическое моделирование, bootstrapping Bigdata, hadoop Нейронные сети Линейная регрессия/логистическая регрессия Python, дополнительным плюсом будет C++ и соответствующие фреймворки  Условия:  Работа удаленная Частичная занятость с возможностью перехода на полную в долгосрочной перспективе Почасовая ставка от 600 рублей в час   ","['Python', 'Работа с большим объемом информации', 'Статистический анализ', 'Анализ данных', 'Английский язык', 'Машинное обучение', 'Английский — B1 — Средний']"
Senior Data Scientist,https://hh.ru/vacancy/73090775,3–6 лет,з/п не указана,"Полная занятость, полный день",Самокат (ООО Умное пространство),"«Самокат» - это технологическая компания и один из самых быстрорастущих проектов в России. Мы предоставляем сервис моментальной доставки продуктов. У нас десятки маленьких складов (dark stores) в Москве и Санкт-Петербурге. Каждый — как продуктовый магазин у дома, но без торгового зала, с заказом через приложение и доставкой курьером за 15-30 минут. Мы встраиваемся в ежедневную жизнь клиентов и меняем паттерн потребления. Уже сегодня мы №1 в России среди продуктовых онлайн-магазинов по количеству заказов. Компания ""Самокат"" открывает вакансию Data Scientist. Мы ищем опытного специалиста в области machine learning в команду прогноза спроса. Вы будете вместе с нами решать сложную задачу поддержания оптимального запаса товаров на складе для тысяч товаров. Результат вашей работы будет влиять на реальную систему уже в первый месяц работы. Мы предлагаем:   стать частью сильной data science команды;   пул задач, у которых нет тривиальных решений;   поле для экспериментов и ресурсы для их реализации;   новый офис у метро Горьковская и возможность удаленной работы;   отсутствие вертикальной структуры управления и возможность обсудить реализацию любых идей;   Мы ожидаем:   опыт работы в data science от 3-х лет;   математический бэкграунд;   знания и опыт работы с алгоритмами классического машинного обучения;   умение превращать сложную и туманную бизнес-задачу в математическую постановку;   постановка гипотез, дизайн и оценка экспериментов, презентация результатов для представителей бизнеса;   Будет плюсом:   опыт участия в полном цикле проекта машинного обучения (от постановки задачи до вывода в продакшн) ;   опыт вывода модели в эксплуатацию;   умение и желание быстро поставлять минимальное базовое решение задачи;   интерес к retail или опыт работы в этой области;   Технологии: sql, python, lightgbm, docker, kubernetes, airflow  ","['Python', 'SQL', 'Machine Learning']"
Data scientist,https://hh.ru/vacancy/73864112,1–3 года,з/п не указана,"Полная занятость, полный день",АБСОЛЮТ БАНК,"Обязанности:  Моделирование компонент кредитного риска (decision/collection-скоринг; PD/EAD/LGD модели ): разработка новых и пересмотр/улучшение действующих моделей;Участие в процессе внедрения моделей и мониторинге; Выполнение аналитических задач по кредитным процессам Банка; Решение оптимизационных задач, касающихся стоимости кредитного риска и прибыльности продуктов/клиентов; Динамическое ценообразование по кредитным продуктам Банка (в том числе risk based pricing); Оформление результатов по задач.  Требования:  Образование: высшее экономическое/математическое/техническое; Опыт работы в анализе данных от 1 года; Знание и понимание эконометрики, статистики, теории вероятности; Знание прикладных программ по обработке и аналитике данных (Python (библиотеки pandas, numpy, sklearn, др.), R, SQL); Опыт решения задач классификации, регрессии; Навыки работы с большими массивами данных.  Условия:  Стабильный и прозрачный доход: размер заработной платы обсуждается по итогам собеседования; Пятидневная рабочая неделя: с 9.00 до 18.00, а в пятницу у нас сокращенный рабочий день; Расширенное ДМС (со стоматологией и обслуживанием в лучших клиниках города) Специальные тарифы на партнерские программы: фитнес, путешествия, рестораны и т.д. Дополнительные дни к отпуску по ТК РФ; Доплата больничного листа до 100%; Среда для прокачки новых навыков, развития существующих компетенций. Возможность работать с амбициозными и интересными задачами, находить новые бизнес-ниши и тестировать гипотезы по идеям, реализуя свой потенциал и потенциал команды Возможности профессионального развития и корпоративные программы обучения (Доступ к регулярным тренингам, вебинарам, бесплатным корпоративным библиотекам, внешнее обучение и тренинги); Энергия и чувство локтя: у нас дружелюбная атмосфера и команда лучших профессионалов, которые готовы делиться с тобой экспертизой; Удобный и комфортабельный офис в пределах Садового кольца; Возможен комбинированный режим работы. ","['Python', 'SQL', 'Математическая статистика', 'Анализ данных', 'Аналитическое мышление', 'pandas']"
Lead Data Scientist в ДРПА,https://hh.ru/vacancy/76010578,3–6 лет,з/п не указана,"Полная занятость, полный день",Сбер для экспертов,"Ищем lead-DS в департамент по работе с проблемными активами Сбера. Департамент по работе с проблемными активами помогает клиентам сделать выбор в трудной ситуации (особенно в текущей ситуации). Сотрудники департамента разрабатывают различные решения по оптимизации/корректировке работы с клиентами-юридическими лицами у которых возникли проблемы. Вы сможете получить опыт работы с большими данными в экосистеме Hadoop, получите навыки моделирования в Spark. Основные задачи:  Управление командой DS/формирование бэклога/взаимодействие с бизнесом вместе с CDS. Наставничество и развитие команды, взаимодействие с DE и Dev командами кластера Помимо управления командой разработка advanced-моделей для:  · Определения наилучшей стратегии работы с проблемными активами; · Прогнозирования развития бизнеса, оценка финансового состояния клиента; · Формирования рекомендаций для сотрудников, работающих с проблемными активами; · Антифрод и форензик; · Работы с изображениями, оценка бизнеса/имущества клиента; · Графового анализ компаний/руководителей компаний/бенефициаров; · Формирования рекомендаций для сайта продаж Сбера; · Для оценки клиентов с использованием внешних источников (новостные сайты, сайты судов); Требования  Bachelor's/Master's/PhD (Mathematics, Computer Science, Physics, Engineering, Economics); Опыт работы DS 3+ года (желательно опыт наставничества/руководства); Библиотеки: Pandas, Scikit-learn, Lightgbm, XGBoost, Catboost, Tensorflow (pytorch); Знание SQL; Понимание статистики и теории вероятности; Продукты: Hadoop, PySpark, Hive;  Условия  Конкурентная зарплата; Новейшие технологии и прекрасная команда; Профессиональное развитие в крупнейшем Data science сообществе в России; Бонусы от Сбера сотрудникам; Офис Agile home.  Будем рады видеть вас в нашем коллективе!",[]
Data scientist (Middle+\Senior),https://hh.ru/vacancy/75780642,3–6 лет,з/п не указана,"Полная занятость, полный день","ПАО МегаФон, IT","Привет, к себе в команду ищем аналитика данных, формат работы: гибридный или удаленный. Проект: продвижение кредитно-платежных продуктов (продукты кредитные продукты, рисковые скоринги, автоплатежи и т.д.); Какие задачи необходимо решать:  Анализ данных, проверка гипотез и разработка моделей машинного обучения по предсказанию клиентских предпочтений, поведения абонентов, прогноза спроса и трафика, удовлетворенности клиентов и других событий, определение которых приносит пользу нашей Компании и нашим абонентам Написание production-ready кода для быстрого деплоя пайплайна через MLOps на регулярную эксплуатацию; Оценка эффективности реализованных проектов (как технической, так и экономической), оценка потенциала проектов в процессе разработки; Постановка задач на junior и middle дата-сайнтистов, обеспечение качества разработанных ML продуктов (версионирование, документация, code review, мониторинг и т.д. в соответствии с принятыми в подразделении регламентами и SLA).  Для решения этих задач требуется:  Фундаментальные знания в области математики, теории вероятности, мат. статистики (высшее образование, наличие ученой степени будет дополнительным плюсом); Наличие успешно завершенных проектов с использованием технологий анализа данных и машинного обучения; Знание алгоритмов машинного обучения, принципов их работы, ключевых особенностей и ограничений; Отличное владение инструментами анализа данных, библиотеками машинного обучения Python, Hadoop, SQL; Опыт работы в области Data Science от 3х лет; ","['SQL', 'Hadoop', 'Big Data', 'Python', 'sklearn']"
Аналитик данных (data analyst / data scientist),https://hh.ru/vacancy/70852713,3–6 лет,от 172000 до 230000 руб. до вычета налогов,"Полная занятость, полный день","ООО Бристоль, сеть магазинов","Обязанности:  Прогнозирование спроса, построение предиктивных, оптимизационных моделей, алгоритмы на Python, статистический анализ; Ведение и оптимизация отчетности, расчет мотиваций; Выполнение AdHoc запросов (анализ эффективности, оценка факторов влияния на спрос и тд); Оптимизация и построение ETL процессов.  Требования:  Высшее образование (техническое; экономическое; математическое); Знание экономико-математических методов прогнозирования и анализа данных; Опыт работы с Python, SQL; Знание Excel на уровне эксперта, DAX – как плюс; Гибкость в решении задач и поиск вариантов решений под подставленные задачи; Фундаментальные знания в области математики, теории вероятности, мат. статистики; Знание английского языка на уровне чтения технической литературы; Навыки: Python, SQL (Oracle), GIT, MS Excel (+DAX), ETL.  Условия:  Официальное трудоустройство по ТК РФ; Белая з/п; Удобный график работы с 09.00- 18.00 или с 10.00 - 19.00; Возможен удаленный формат работы. Обязательно указывайте в резюме или сопроводительном письме ссылку на проекты на python ","['Математическая статистика', 'Python', 'Статистический анализ', 'Математический анализ', 'Математическое моделирование']"
"Data scientist (проект ""Моменты"")",https://hh.ru/vacancy/69016625,1–3 года,з/п не указана,"Полная занятость, полный день","VK, Одноклассники","Одноклассники — это крупнейшая развлекательная социальная сеть в России. Место, где можно всегда оставаться на связи со своими друзьями и близкими, выкладывать и редактировать фотографии, слушать любимую музыку, смотреть самые популярные видео, сериалы и фильмы, дарить эмоции друзьям и близким при помощи разных подарков, играть в самые интересные игры, находить группы известных компаний и брендов и многое-многое другое! Более 6 миллионов пользователей онлайн в час пик, более 350 тысяч web-запросов в секунду, более 650 тысяч обращений к фотографиям и видео в секунду на сайте, свыше 10000 серверов и устройств хранения, петабайты данных — это наша повседневная реальность и рабочая среда. Большинство задач, которые возникают перед нами каждый день, не имеют готовых решений — поэтому мы используем собственные разработки. Это сложная, увлекательная и очень интересная работа. Моменты – сервис, который позволяет пользователю постить исчезающие через 24 часа фото/видео/гифки/анимации. Был запущен в октябре 2020 года. На сегодняшний день мы умеем делиться постами из Ленты, обрабатывать фото/видео во встроенном редакторе, использовать маски/фильтры, ставить реакции, обсуждать момент в групповых чатах, скрывать от нежелательных пользователей. К июню 2021 года мы набрали порядка 400 млн. просмотров, а моменты были загружены около 10 млн раз. На данный момент в нашу Data science команду мы ищем специалиста, который продолжит развивать рекомендательную систему в Моментах. Твои задачи:  автороцентричное ранжирование; реалтайм адаптация к текущим интересам пользователя; как сделать рекомендации разнообразными; участвовать в создании новых контентных фичей с помощью компьютерного зрения и текстовой генерации; автоматический поиск и оценка перспективных создателей контента.  Мы ожидаем, что ты:  понимаешь основные принципы статистики и машинного обучения; программируешь на Java/Scala/Python; имеешь опыт работы с современным Big data стеком (Hadoop/Spark/Airflow); имеешь опыт в создании рекомендательных систем (проектирование под высокие нагрузки); обладаешь высокими коммуникативными способностями и умеешь отстаивать свое мнение.  Условия:  сложные и интересные задачи: высоконагруженные быстрорастущие сервисы, которые задают уровень для конкурентов качеством и технологиями; оборудование: мощное железо, десятки петабайт данных, GPU-кластера и облачный инструментарий; команда: с нами работают професcионалы экстра класса, каждый из которых может поделиться своей экспертизой; профессиональное развитие: прямо в офисе мы организуем митапы, конференции, семинары и тренинги, куда открыт доступ каждому сотруднику, а также регулярно посещаем лучшие мировые конференции; новый опыт: лучшие сотрудники преподают в наших образовательных проектах, выступают на российских и международных конференциях; офис в 5 минутах от метро, крытый паркинг для сотрудников, велопарковка; возможность работать в гибридном формате (как удаленно, так и из офиса); спорт: компания компенсирует затраты на спортивные активности — занятия в фитнес-клубе, индивидуальные тренировки, участия в соревнованиях; компенсация питания; регулярно пересматриваемая зарплата, годовые бонусы, социальный пакет с первого дня: ДМС(в т.ч. для детей до 18 лет), английский язык. ","['SCALA', 'Spark', 'Hadoop', 'Java', 'Big Data', 'Python']"
Data scientist (Гео и графы),https://hh.ru/vacancy/75909316,3–6 лет,з/п не указана,"Полная занятость, полный день",Сбер. Data Science,"В команду «Гео и графы» кластера «Data Scinece и клиентская аналитика» корпоративного блока Сбербанка мы ищем специалистов по работе с данными. Вам предстоит работать с графами связей, строить витрины данных, использующиеся для построения моделей и автоматизации, применять алгоритмы машинного обучения для построения моделей. Обязанности  Построение графовых и LM нейронных сетей Построение и поддержка аналитических моделей (Python + Spark + Sklearn + LGBM) Feature Engineering: методы оценки значимости и отбора признаков, методы уменьшения размерности; Построение аналитических отчетов по результатам проведенной работы; Обеспечение документирования результатов моделирования для передачи на валидацию Получение структурированных и неструктурированных данных из различных источников, Исследование источников данных, обеспечение сбора данных Составление требований для Data Engineer по разработке новых витрин/объектов Построение и проверка гипотез по запросу Заказчика Построение моделей машинного обучения исходя из потребностей Заказчика  Навыки и опыт работы  Опыт работы в области Data Science от 2 лет Хорошее знание алгоритмов машинного обучения, нейронных сетей Python, библиотеки для работы с ML Графовые библиотеки (torch_geometric, dgl и др.) Базовые знания Spark, опыт работы со стеком Hadoop Знание SQL Понимание процессов ETL, ELT  Как преимущество  Знание SOTA технологий, применение трансформеров, нейронных сетей Знание Spark, PySpark, использование UDF, особенности написания кода для стека Hadoop Знание особенностей программирования в распределённых системах Опыт работы с noSql базами Обучение моделей на ресурсах GPU(А100/V100)/DGX  Условия  Развитая IT архитектура. Мощный GPU кластер, возможность расчётов на суперкомпьютере top-30 в мире Комфортный офис, большой выбор вариантов по питанию, бесплатный фитнес в офисе ДМС с первого дня Скидки на продукты банка и экосистемы Постоянное развитие: обучающие курсы от лучших университетов и компаний, участие в международных конференциях Развитое DS community ","['SQL', 'Python', 'Графы', 'SOTA']"
Data Scientist,https://hh.ru/vacancy/71913630,1–3 года,з/п не указана,"Полная занятость, полный день",ООО Софт Инжиниринг,"Привет, наш будущий коллега! Мы рады, что ты выбрал нашу компанию и уверенны в том, что вместе мы сможем выстроить отличную работу, сгенерировать множество крутых проектов и воплотить их в жизнь. Что нужно делать:   Исследовать поведенческие паттерны и находить зависимости в данных используя статистические методы анализа;   Моделировать поведения клиентов для решения задач маркетинга;   Создать с нуля предиктивную систему на основе ML алгоритмов   Участвовать в разработке архитектуры ML сервисов.   Чего ждём от тебя:   Высшее образование в области прикладной математики/IT/экономики/статистики;  Знание и опыт работы с Python и основными библиотеками анализа данных; Знание SQL; Знание основ статистического анализа; Понимание алгоритмов машинного обучения. Опыт построения скоринговых моделей и оценки их эффективности; Знание классических ML-методов.  Почему тебе понравится работать с нами:   У нас заработную плату поднимают каждые полгода за профессиональный рост и созданные “продукты"";   Мы не работаем по ночам и по выходным если этого не хотим - мы беремся за такой объем работы, который способны выполнить в рабочее время;   У тебя будет наставник, который поможет развиваться в нужном и полезном направлении;   Тебе предложат развиваться и даже ЗАПЛАТЯТ ЗА ТВОЕ ОБУЧЕНИЕ;   Сможешь участвовать в самых крутых проектах Кузбасса и России;   А главное - ты сам можешь выбрать вектор своей работы и развития.  ","['Python', 'SQL', 'Математическая статистика', 'Статистический анализ', 'Анализ данных', 'Pandas', 'Numpy', 'Машинное обучение', 'sklearn', 'ML', 'Математика']"
Data scientist,https://hh.ru/vacancy/75598717,3–6 лет,з/п не указана,"Полная занятость, полный день",Сбер. IT,"Мы – сплоченная команда единомышленников, которая разрабатывает автоматизированную систему управления биометрией, через которую проходят все запросы на регистрацию, аутентификацию, идентификацию (и др.) по биометрии пользователей. Уже сейчас мы умеем работать с биометрией по лицу, голосу, пальцам, в будущем планируем расширять свои возможности. Вам предстоит принять непосредственное участие в развитии биометрических технологий, которые активно используются внутри подразделений Сбера и внедряются у партнеров банка. Наша команда расширяется, в связи с чем мы ищем уверенного DL-исследователя для участия в разработке новых и совершенствовании существующих биометрических алгоритмов.   Задачи:  Развитие технологий лицевой и голосовой биометрии Обучение новых и улучшение показателей существующих моделей Взаимодействие с командой разработки    Наши ожидания:  Вы не боитесь экспериментировать с архитектурами, механизмами обучения, можете и готовы придумывать новые подходы в построении пайплайнов обучения У вас богатый опыт обучения моделей в области работы с лицом и/или голосом (верификация и идентификация, anti-spoofing, лицевые детекторы, VAD, оценка качества биометрических образцов) или вы очень крутой специалист в смежных сферах и готовы втянуться в биометрию Имеете достаточный математический бэкграунд для решения ML/DL задач и уверенно им пользуетесь Владеете культурой проведения экспериментов Умеете объективно оценить качество работы модели Владеете Python и Linux shell на уровне, достаточном для прототипирования алгоритмов и написания утилит для работы с данными Имеете достаточный уровень владения английским языком для быстрого чтения статей Вы можете писать чистый код, в котором другие исследователи/разработчики смогут быстро разобраться    Будет плюсом:  Вы знакомы с алгоритмами цифровой обработки сигналов, активно пользуетесь инструментами opencv, sox, librosa, ffmpeg Опыт написания краулеров, размещения заданий разметки и сбора данных на краудсорсинговых площадках Наличие публикаций по релевантным темам    Мы предлагаем:  Стабильный оклад и социальная поддержка сотрудников Расширенный ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких Корпоративное обучение за счет компании Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей Мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы Современный офис с системой «умный дом», зонами отдыха и balance-бордами Работу по Agile с лучшими из IT индустрии: 2000 продуктовых команд и возможность внутреннего перемещения Отсутствие проблем с вычислительными мощностями (Кристофари) Девбокс с 2 х 2080ti/3090 для прототипирования или область на DGX2 Возможность публиковать результаты исследований   ","['Python', 'Английский язык', 'Numpy', 'SQL', 'Linux']"
Data Scientist,https://hh.ru/vacancy/73226688,1–3 года,з/п не указана,"Полная занятость, полный день",ООО Софт Инжиниринг,"Привет, наш будущий коллега! Мы рады, что ты выбрал нашу компанию и уверенны в том, что вместе мы сможем выстроить отличную работу, сгенерировать множество крутых проектов и воплотить их в жизнь. Что нужно делать:   Исследовать поведенческие паттерны и находить зависимости в данных используя статистические методы анализа;   Моделировать поведения клиентов для решения задач маркетинга;   Создать с нуля предиктивную систему на основе ML алгоритмов   Участвовать в разработке архитектуры ML сервисов.   Чего ждём от тебя:   Высшее образование в области прикладной математики/IT/экономики/статистики;  Знание и опыт работы с Python и основными библиотеками анализа данных; Знание SQL; Знание основ статистического анализа; Понимание алгоритмов машинного обучения. Опыт построения скоринговых моделей и оценки их эффективности; Знание классических ML-методов.  Почему тебе понравится работать с нами:   У нас заработную плату поднимают каждые полгода за профессиональный рост и созданные “продукты"";   Мы не работаем по ночам и по выходным если этого не хотим - мы беремся за такой объем работы, который способны выполнить в рабочее время;   У тебя будет наставник, который поможет развиваться в нужном и полезном направлении;   Тебе предложат развиваться и даже ЗАПЛАТЯТ ЗА ТВОЕ ОБУЧЕНИЕ;   Сможешь участвовать в самых крутых проектах Кузбасса и России;   А главное - ты сам можешь выбрать вектор своей работы и развития.  ","['Python', 'SQL', 'Математическая статистика', 'Статистический анализ', 'Анализ данных', 'Pandas', 'Numpy', 'Машинное обучение', 'sklearn', 'ML', 'Математика']"
Data Scientist (to Montenegro),https://hh.ru/vacancy/75744593,3–6 лет,з/п не указана,"Полная занятость, полный день",Hunt For You,"Data Scientist (relocation to Montenegro)  International team Fintech Сlients from 120 countries  What would you be doing:  Communicate with Business departments to understand the current requirements and how product changes affect existing solutions Improve the performance of existing machine learning solutions Develop new models, which predict user behavior and its properties in the application - churn, conversion, LTV prediction etc. Productionalize the models - create code for data preprocessing, prediction and transferring the results to business Do exploratory data analysis (EDA) of client behavioral data using Python+SQL and PySpark Improve internal codebase and create tools to automate ML model lifecycle  Requirements:  Previous experience (1-3 years) in creation of solutions which utilize machine learning under the hood Must know: Python, SQL, Git Nice to know: PyTorch, PySpark, Docker, cloud computing concepts (AWS) Nice to have experience  Experience in client scoring models and utilization of predictive metrics in decision making Successful participation in Kaggle competitions Understanding of how to analyze client behavior and business metrics   Upper/Intermediate level of English written and verbal  Benefits:  Work in a dynamic and fast-paced international company  Relocation to Montenegro  Generous relocation package Work/residence permit for employees and their families Competitive salary Comprehensive medical insurance for all family members Annual reimbursement of flight home for employee and family Fun and friendly professional environment Using leading technologies and modern practices Excellent training and development opportunities Rapidly expanding global footprint ","['Machine Learning', 'Python', 'ML', 'Data Science', 'PyTorch', 'SQL', 'Английский — C1 — Продвинутый']"
Senior Data Scientist CV,https://hh.ru/vacancy/72747476,3–6 лет,з/п не указана,"Полная занятость, полный день",Сбер. Data Science,"Наша команда занимается задачами, связанными с интеллектуальной обработкой документов, созданием систем OCR/HCR, парсингом таблиц, работой со структурированными документами (ID, формы и т.д.), извлечением сущностей и фактов из текстовой информации. Помимо проектов с обработкой документов, мы также создаем фреймворки для типовых задач в области CV и NLP, которыми пользуются многие команды банка. Мы продолжаем расширять команду и вкладываться в развитие, ищем коллег для работы над задачими связанными с анализом таблиц и структуры документов: деварпинг, извлечение структуры таблиц, layout analysis, reading order. Сейчас в пайпланах используется более десятка различных DL моделей, обучаемых на нескольких Тб изображений и текстов. Задачи:  Развитие собственного движка обработки документов OCR. Улучшение моделей детекции. Улучшение текущих и разработка новых пайплайнов E2E моделей парсинга структуры таблиц. Развитие transformer-based и graph-based подходов к анализу структуры документов (layout analysis) и восстановлению порядка чтения. Оптимизация моделей под CPU и GPU (квартизация, дистилляция). Улучшение генераторов синтетических данных. Выстраивание процесса MLOps - ClearML/MLflow, Kubeflow, DVC, Minio, Airflow, Jenkins, Grafana  Обязанности:  Имплементация и обучение моделей OCR, детекции текста, детекции объектов, сегментации и классификации. Чтение статей и перекладывание SOTA на пром рельсы, в том числе GCN, LayoutLM V3, Donut. Запуск распределенного обучения на GPU кластере MLSpace (Кристофари). Организация циклов дообучения на новых данных (постановка задач разметчикам, запуск crowdsource майнинга данных и т.д). Оптимизация моделей для исполнения: квантизация и дистилляция моделей. Портирование на :tensorrt: и :openvino: Релизы новых моделей в среды исполнения.  Ожидаем от кандидата:  Отличное знание одного из :pytorch1-0:, :tf: + numpy, sklearn, pandas Опыт разработки/обучения/внедрения одной или нескольких типов моделей: object detection , semantic segmentation, instance segmentation, OCR, text detection, text spotting и т.д. Хорошее знание классического CV и OpenCV Хорошее знание алгоритмов, python3, ООП, SOLID, git, docker Желание изучать новые подходы, модели и технологии Плюсом будет: Хороший профиль на :github: Медальки на :kaggle: Опыт в MLOps, мультимодальных моделях  Условия:  ипотека выгоднее для каждого сотрудника и льготные условия кредитования; бесплатная подписка СберПрайм+; скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и другие; ДМС с первого дня и льготное страхование для близких; корпоративная пенсионная программа; курсы для будущих родителей, материальная поддержка и тематическое сообщество для молодых мам; детский отдых и подарки за счет Компании; обучение за счет Компании: онлайн курсы в Виртуальной школе Сбера и неограниченный доступ к библиотеке, обучение в Корпоративном университете, тренинги, митапы и возможность получить новую квалификацию; реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей; скидки на отдых в лучшем в мире курортном комплексе «Mriya Resort & SPA» в Ялте. ","['Python', 'SQL']"
